Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Total number of institutional divisions (e.g. schools, colleges, departments) that produce research",Number of divisions covered by a policy assuring open access to research,"A brief description of the open access policy, including the date adopted and repository(ies) used",A copy of the open access policy,The open access policy,The website URL where the open access repository is available,A brief description of how the institution’s library(ies) support open access to research,The website URL where information about open access to the institution's research is available,Public Notes
Macalester College,2016-01-06,2016-01-06 13:02:57,shansen2@macalester.edu,2.0,Pursuing,38.0,1.0,"We use the bepress Digital Commons for our repository.  We have been making materials available in an open access model since 2005.  In January 2014, we reached the million mark for number of fulltext downloads.  We upload copies of faculty publications when we have the appropriate permissions.  Our policies will be found here - http://digitalcommons.macalester.edu/about.html",,http://www.macalester.edu/library/scholcom/index.html,http://digitalcommons.macalester.edu/,,--,--
Maryville College,2016-02-11,2016-02-11 15:37:41,adrienne.schwarte@maryvillecollege.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Massachusetts Institute of Technology,2016-02-10,2016-02-10 11:45:10,slanou@mit.edu,2.0,Pursuing,5.0,5.0,"The open access policy, which was approved unanimously at an MIT faculty meeting on March 18, 2009 and took immediate effect, emphasizes MIT's commitment to disseminating the fruits of its research and scholarship as widely as possible. This policy applies university-wide, across all 5 schools.

Under the policy, faculty authors give MIT nonexclusive permission to disseminate their journal articles for open access through DSpace (http://dspace.mit.edu/), an open-source software platform developed by the MIT Libraries and Hewlett Packard and launched in 2002. The policy gives MIT and its faculty the right to use and share the articles for any purpose other than to make a profit. Authors may opt out on a paper-by-paper basis.
MIT's policy was the first faculty-driven, university-wide initiative of its kind in the United States and it was the first to fully implement the policy university-wide as a result of a faculty vote.",,"The Faculty of the Massachusetts Institute of Technology is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, the Faculty adopts the following policy: Each Faculty member grants to the Massachusetts Institute of Technology nonexclusive permission to make available his or her scholarly articles and to exercise the copyright in those articles for the purpose of open dissemination. In legal terms, each Faculty member grants to MIT a nonexclusive, irrevocable, paid-up, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, provided that the articles are not sold for a profit, and to authorize others to do the same. The policy will apply to all scholarly articles written while the person is a member of the Faculty except for any articles completed before the adoption of this policy and any articles for which the Faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. The Provost or Provost’s designate will waive application of the policy for a particular article upon written notification by the author, who informs MIT of the reason.

To assist the Institute in distributing the scholarly articles, as of the date of publication, each Faculty member will make available an electronic copy of his or her final version of the article at no charge to a designated representative of the Provost’s Office in appropriate formats (such as PDF) specified by the Provost’s Office.

The Provost’s Office will make the scholarly article available to the public in an open-access repository. The Office of the Provost, in consultation with the Faculty Committee on the Library System, will be responsible for interpreting this policy, resolving disputes concerning its interpretation and application, and recommending changes to the Faculty. The policy is to take effect immediately; it will be reviewed after five years by the Faculty Policy Committee, with a report presented to the Faculty.

The faculty calls upon the Faculty Committee on the Library System to develop and monitor a plan for a service or mechanism that would render compliance with the policy as convenient for the faculty as possible.",http://libraries.mit.edu/scholarly/mit-open-access/open-access-at-mit/mit-open-access-policy/,,http://libguides.mit.edu/dspace,--
McMaster University,2016-02-19,2016-02-19 09:37:32,naeemsh@mcmaster.ca,2.0,Pursuing,6.0,6.0,"McMaster University Library supports Open Access through several different venues. In MacSphere, McMaster’s Institutional Repository (IR), you can find over 10,000 theses and dissertations by McMaster graduate students. MacSphere also includes materials as varied as course calendars, meeting notes, and books. MacSphere uses DSpace, an open source software application, to house its contents. Faculty and student journals initially housed in the Digital Commons @ McMaster (McMaster’s former IR) are now available through open source platforms. Faculty journal publications are accessible through Escarpment Press at https://escarpmentpress.org/; undergraduate student journal publications are accessible through Student Journals @ McMaster University at https://journals.mcmaster.ca/ These journals are hosted by Open Journal Systems (OJS), an open source software and management system available worldwide for the purpose of open access publishing.

Members of the McMaster community are encouraged to deposit scholarly publications and university-created material into MacSphere. The content is preserved, given a permanent link, and made searchable and accessible to users everywhere. The content submitted need not be limited to print – video or audio recordings are welcomed alongside traditional print-based materials",,"McMaster follows the open access policy guidelines of the major Canadian Public Research Councils, Natural Sciences and Engineering Research Council of Canada (NSERC), the Social Sciences and Humanities Research Council of Canada (SSHRC) and Canadian Insitute of Health Research (CIHR) which are looking to implement Open Access Policy requiring all federally funded peer-reviewed journal articles to be made freely available within one year of initial publication.

The details below are from the government of Canada Website. 

1. Preamble

As a publicly funded organization, CIHR has a fundamental interest in ensuring that the findings that result from the research it funds, including research publications and publication-related data, are available to the widest possible audience, and at the earliest possible opportunity. Advancements in science and health care are made possible through widespread and barrier-free access to cutting-edge research and knowledge enabling scientists, clinicians, policy makers and the public to use and build on this knowledge.

The advent of the internet has transformed the way that science and scholarly research is communicated. Indicative of this changing landscape has been the steady growth in open access publishing and archiving which facilitate widespread diffusion and free digital access to publications and the latest scientific discoveries. Open access enables researchers to make their research results freely accessible and use able for the international research community thereby enhancing the application of research results. CIHR strongly supports unrestricted open access, which promotes the principle of scientific openness, an essential element of science. The importance of open access has been recognized by other research funding agencies, including the U.S. National Institutes of Health, U.K. Medical Research Council, The Wellcome Trust, and the Australian Research Council.
2. Policy Objective

The objective of this policy is to improve open access of research funded by CIHR, and to increase the diffusion of research results.
3. Guiding Principles

Following from CIHR's core values and its commitment to the highest scientific and ethical standards, the following principles guide CIHR in promoting open access to research outputs:

    Committing to academic freedom, and the right to publish;
    Maintaining the high standards and quality of research by committing to scientific openness, integrity and ethics;
    Promoting recognized research best practices and standards across disciplines, and embracing and sharing emerging practices and standards;
    Advancing science and innovation;
    Effective diffusion of research results; and
    Aligning activities, programs and policies between Canadian and international research funding agencies.

4. Application

This policy applies to all grants awarded January 1, 2008 and onward, which have received funding in whole or in part from CIHR. While not required, researchers holding grants that were awarded prior to January 1, 2008 are encouraged to adhere to the requirements of this policy.
5. Policy Statement
5.1 Guidance on Open Access to Research Outputs

    Research outputs are conceptual or practical knowledge, data, information, and physical or biological materials developed during the course of a research project that are integral for building on research discoveries. CIHR recognizes three categories of research outputs: peer-reviewed journal publications, research materials, and research data.
    For now, CIHR has decided to limit this policy to peer-reviewed journal publications and publication-related biomedical research data, which is typically deposited into public databases as a condition of publication. CIHR is committed to improving open access to research outputs and will explore broadening the policy to include research materials and other research data in the future.
    Researchers, research ethics boards, institutions and all those involved in research involving human subjects, are responsible for respecting the rights and reasonable expectations of individuals, groups or communities, with regard to protection of their privacy and of the confidentiality of their information obtained for research purposes. This policy should be read in conjunction with applicable privacy legislation and policies in the jurisdiction(s) where the research is being or has been conducted, as well as with the Tri-Council Policy Statement on Ethical Conduct for Research Involving Humans (TCPS 2), Guidelines for Human Pluripotent Stem Cell Research, the Food and Drugs Act, and of the Food and Drug Regulations.

5.1.1 Peer-reviewed Journal Publications

    Grant recipients are required to ensure that their peer-reviewed publications are freely accessible through the Publisher's website (Option #1) or an online repository (Option #2) within 12 months of publication.
    Under the second option, grant recipients must archive the final peer-reviewed full-text manuscripts immediately upon publication in a digital archive, such as PubMed Central Canada or the grantees’ institutional repository. Publications must be freely accessible within 12 months of publication. It is the responsibility of the grant recipient to determine which journals allow authors to retain copyright and/or allow authors to archive journal publications in accordance with funding agency policies. Grant recipients may also wish to submit their manuscripts to a journal that provides immediate open access to published articles (if a suitable journal exists). CIHR considers the cost of publishing in open access journals to be an eligible expense under the Use of Grant Funds.
    Book chapters, reports, monographs, editorials, or conference proceedings arising from CIHR-funded research are not currently covered under this policy.
    Grant recipients must acknowledge CIHR contributions in all peer-reviewed publications, quoting the funding reference number.

5.1.2 Publication-related Research Data

    Recognizing that access to research data promotes the advancement of science and further high-quality and ethical investigation, CIHR explored current best practices and standards related to the deposition of publication-related data in openly accessible databases. As a first step, CIHR will now require grant recipients to deposit bioinformatics, atomic, and molecular coordinate data into the appropriate public database, as already required by most journals, immediately upon publication of research results (e.g., deposition of nucleic acid sequences into GenBank). Please refer to the Annex for examples of research outputs and the corresponding publicly accessible repository or database.
    CIHR now requires grant recipients to retain original data sets arising from CIHR-funded research for a minimum of five years after the end of the grant. This applies to all data, whether published or not. The grant recipient's institution and research ethics board may have additional policies and practices regarding the preservation, retention, and protection of research data that must be respected.

6. Monitoring and Adherence

    Grant recipients are reminded that by accepting CIHR funds they have accepted the terms and conditions of the grant or award as set out in the Agency's policies and guidelines.1 In the event of an alleged breach of CIHR funding policy, CIHR may take steps outlined in accordance with the Tri-Agency Framework: Responsible Conduct of Research to deal with the allegation.2

7. Policy Review

    CIHR will review and update this policy on an annual basis or as needed.
",https://macsphere.mcmaster.ca/,"At the library website there are many links that take the time to describe open access in detail. There is a primer document, an overview document, and Frequently asked questions on publishing open access journals. The libraries are always available to help in person in addition to the above. ",http://library.mcmaster.ca/scholarly-communication/open-access,--
Miami University,2016-03-02,2016-03-02 14:17:54,kliney@miamioh.edu,2.0,Pursuing,6.0,1.0,"Harvard style policy with a freely waivable rights-retaining license and a
deposit requirement. Requires all continuing contract and continuing
contract eligible librarians to deposit their research outputs to Miami's
institutional repository, The Scholarly Commons. Adopted May, 2012",http://stars.aashe.org/media/secure/484/6/604/3474/MU_LibrariansOpenAccessPolicy_1.pdf,,http://www.lib.miamioh.edu/policies/others/open_access_policy,"Miami University Libraries/Librarians develop and maintain Miami’s institutional repository, The Scholarly Commons.

Librarians on the Scholarly Communication Committee (SCC) work to increase awareness, understanding, and engagement with scholarly communication issues across the Miami University campus. The SCC (1) develops and recommends strategies, actions, and outcomes that will advance the Libraries' facilitation of change in the scholarly communication environment; (2) helps shape the Libraries' response to and participation in new models of scholarly communication; (3) studies and reports on issues of scholarly communication; (4) provides programs, events, resources, services, advocacy, and other activities to enhance student, faculty, staff, administration, and librarian understanding and awareness of scholarly communication issues, including access to and dissemination of research and scholarship produced on Miami University's campus, issues of author rights, copyright and licensing, traditional and alternative publishing models, traditional and alternative metrics, etc.; (5) increases dialog and seeks collaborative ventures with departments/units on campus around a broad range of scholarly communication issues.

All liaison/subject specialist librarians perform scholarly communication and open access outreach as one of their job responsibilities.
",http://www.lib.miamioh.edu/policies/others/open_access_policy,--
Michigan State University,2016-02-16,2016-02-16 09:19:24,erhardt7@msu.edu,2.0,Pursuing,92.0,92.0,"Access to research data varies by discipline; for research funded by federal agencies, MSU follows stated requirements for data access. 
Dissertations and Theses are available through the MSU Libraries database at http://libguides.lib.msu.edu/dissertations/msu ",,N/A,http://libguides.lib.msu.edu/dissertations/msu,N/A,--,--
Middlebury College,2016-03-25,2016-03-25 14:03:09,jmbyrne@middlebury.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Mills College,2016-02-29,2016-02-29 23:53:51,ngaetjens@mills.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Mount Holyoke College,2016-01-25,2016-01-25 09:10:10,neapple@mtholyoke.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Muhlenberg College,2016-03-23,2016-03-23 10:27:28,kprocyk@muhlenberg.edu,2.0,Pursuing,19.0,19.0,"“Each member of the faculty and staff grants to Muhlenberg College permission to make his or her scholarly journal articles openly accessible in the College’s Institutional Repository, as permitted by publishers’ policies and/or copyright agreements”. 

Please visit this website to view Muhlenberg’s full open access policy:
http://libapp.muhlenberg.edu/wordpress/

Please visit this website to access Muhlenberg’s staff and faculty’s research:
http://sal.muhlenberg.edu:8080/librarydspace/

",,http://libapp.muhlenberg.edu/wordpress/,http://sal.muhlenberg.edu:8080/librarydspace/,,http://sal.muhlenberg.edu:8080/librarydspace/,--
Naropa University,2016-02-29,2016-02-29 17:16:48,acook@naropa.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
North Carolina State University,2016-01-28,2016-01-28 13:27:40,lindsay_batchelor@ncsu.edu,2.0,Pursuing,--,--,,,,http://www.lib.ncsu.edu/repository/,"The Libraries also provide quite a bit of support for open research, including a basic page on author rights that links to resources, FAQs, and a contact page for consultations with specialists in copyright, publication, and other open access issues. We also have a robust page on open data and research data management, a priority for many funding agencies, and our Alt-Textbook project provides resources and grant funding for instructors engaging with open education.",http://www.lib.ncsu.edu/repository/spr/about.html,--
Northern Arizona University,2016-02-23,2016-02-23 18:52:08,Ellen.Vaughan@nau.edu,2.0,Pursuing,35.0,35.0,All student research is available through Open Access Publishing .  Details policies on public ownership of intellectual property last revised on 08/2010,http://stars.aashe.org/media/secure/133/6/604/3474/NAU-Intellectual-Property-Policy.pdf,,http://nau.edu/uploadedFiles/Administrative/Folder_Templates/_Forms/6-908-Intellectual-Property-Policy.pdf,,--,--
Oberlin College,2016-03-21,2016-03-21 16:09:49,bflynn@oberlin.edu,2.0,Pursuing,42.0,42.0,"The primary goal of the policy, which was adopted by unanimous vote of the General Faculty on November 18, 2009, is to maximize dissemination of scholarship produced at Oberlin. The Oberlin Institutional Repository resides on servers supported by OhioLINK utilizing DSpace, a widely-accepted open source repository software platform. The repository is be backed up, mirrored, and made open to harvesting by search services such as OAIster and Google Scholar . The repository is managed under the Ohio Educational Technology Division to ensure its availability, longevity, and functionality, to the extent technologically feasible.",,"The General Faculty of Oberlin College is committed to disseminating the results of its research and scholarship as widely as possible. In keeping with that commitment, the General Faculty adopts the following policy:

Each member of the General Faculty and the Administrative and Professional Staff grants to Oberlin College permission to make his or her scholarly journal articles openly accessible in the College’s institutional repository. In legal terms, the permission granted by each General Faculty and A&PS member is an irrevocable, nonexclusive, paid-up, worldwide license to exercise all rights under copyright for purposes of making his or her scholarly articles openly accessible in an institutional repository, and to authorize other parties (such as OhioLINK) to do the same, provided that the articles are not sold for income or profit. The license will be waived for a given article at any time upon request of the author stating the reason for the request. The policy will apply to all scholarly journal articles published while the person is a member of the General Faculty or A&PS except for: any articles published before the adoption of this policy; any articles for which the General Faculty or A&PS member entered into an incompatible licensing or assignment agreement before the adoption of this policy; or any articles for which the author requests a waiver. Scholarly articles are understood to be articles published in peer-reviewed journals. To assist the College in cataloguing and distributing the published scholarship of its faculty, each General Faculty and A&PS member will, upon publication of the article, provide an electronic copy of the author’s final peer-reviewed version of the article, along with the appropriate bibliographical data, to the Scholarly Communications Officer. This copy will be provided free of charge and in an appropriate format (such as PDF), as specified by the General Faculty Library Committee in consultation with the General Faculty Council. The Scholarly Communications Officer will automatically waive application of the policy for a particular article upon written request by the author, explaining the need for the waiver. Waivers will only be granted after the bibliographical data of the publication have been submitted.

While this policy only covers peer-reviewed journal articles, members of the General Faculty and A&PS are strongly encouraged also to provide bibliographical data and, where possible, the full text, of any other publication (such as chapters and essays in edited volumes, reference articles, non-peer-reviewed articles, and monographs), for inclusion in the Institutional Repository. The repository will provide links to the final published versions of all publications.

The General Faculty Library Committee, in consultation with the General Faculty Council, will be responsible for interpreting this policy, establishing guidelines for its implementation, resolving disputes concerning its interpretation and application, and recommending changes to the General Faculty from time to time. The policy will be reviewed by the General Faculty Library Committee after three years and a report presented to the General Faculty.

The day-to-day administration of this policy will be the responsibility of the Scholarly Communications Officer, who will be a member of the library staff designated by the Director of Libraries. The Officer will process the publication data and texts submitted; process any waiver requests; and assist individual faculty in clarifying publishers' policies with regard to repositories, as well as any negotiation with publishers concerning copyright.",http://ohio5.openrepository.com/ohio5/handle/11282/293015,"The library strongly encourages Oberlin scholars to consider an open access publisher when preparing a manuscript for review. All Oberlin College authors are eligible for reduced fees with both BMC and the Public Library of Science, thanks to the Library's consortial memberships in those organizations.",http://oberlin.edu/library/programs/openaccess/,--
Ohio University,2016-03-23,2016-03-23 07:58:07,goetze@ohio.edu,2.0,In Progress,--,--,--,--,--,--,--,--,"AC-11: Access to Research 
Ohio University is committed to excellence in the search for new information, knowledge, understanding and creative endeavors. It is the understanding of the Office of Sustainability staff that Ohio University does not have an open access policy at this time; however, this opportunity may become available in the future with the appropriate resources. 
"
Onondaga Community College,2016-02-26,2016-02-26 16:34:01,vormwals@sunyocc.edu,2.0,Not Applicable,--,--,--,--,--,--,--,--,--
Oregon State University,2016-03-30,2016-03-30 14:50:44,brandon.trelstad@oregonstate.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
Pennsylvania State University,2016-03-21,2016-03-21 11:48:50,mme2@psu.edu,2.0,In Progress,--,--,--,--,--,--,--,--,"In addition, the Penn State Data Commons was developed to provide a resource for data sharing, discovery, and archiving for the Penn State research and teaching community.  The datacommons@psu is made possible through resources provided by Penn State Institutes of Energy & the Environment, the Penn State Institute for CyberScience, PSU Research Computing & Cyberinfrastructure.  http://www.datacommons.psu.edu/default.html"
Pittsburg State University,2016-03-24,2016-03-24 14:48:05,bpeery@pittstate.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
Pitzer College,2016-02-22,2016-02-22 14:38:52,warren_biggins@pitzer.edu,2.0,Pursuing,29.0,29.0,"To disseminate our (librarians') scholarship as broadly as possible. We endeavor to make our scholarly work openly accessible in conformance with open access principles. Whenever possible, we make our scholarship available in digital format, online, and free of charge.
 
To grant the Claremont Colleges Library (CCL) a Creative Commons “Attribution-Noncommercial-No Derivative Works 3.0 United States” license to each of our scholarly works to allow the CCL the right to archive and make publicly available the full text of our scholarly works via the Claremont Colleges's digital repository, Scholarship@Claremont.
 
To deposit the author’s final version of our scholarly work in the Scholarship@Claremont as soon as is possible, recognizing that some publishers may impose an embargo period.
 
To seek publishers whose policies allow us to make our scholarly works freely available online. When a publisher’s policies do not allow us to make our works freely available online, we resolve to engage in good faith negotiations with the publisher to allow deposit of pre- or post-print versions of our scholarly work in the digital repository.
 
To promote Open Access content and tools as resources and to assist scholars in making their research openly available.",,"Claremont Colleges Library

The Library OA Position

To disseminate our (librarians') scholarship as broadly as possible. We endeavor to make our scholarly work openly accessible in conformance with open access principles. Whenever possible, we make our scholarship available in digital format, online, and free of charge.
 
To grant the Claremont Colleges Library (CCL) a Creative Commons “Attribution-Noncommercial-No Derivative Works 3.0 United States” license to each of our scholarly works to allow the CCL the right to archive and make publicly available the full text of our scholarly works via the Claremont Colleges's digital repository, Scholarship@Claremont.
 

To deposit the author’s final version of our scholarly work in the Scholarship@Claremont as soon as is possible, recognizing that some publishers may impose an embargo period.
 
To seek publishers whose policies allow us to make our scholarly works freely available online. When a publisher’s policies do not allow us to make our works freely available online, we resolve to engage in good faith negotiations with the publisher to allow deposit of pre- or post-print versions of our scholarly work in the digital repository.
 
To promote Open Access content and tools as resources and to assist scholars in making their research openly available.",http://scholarship.claremont.edu/,,http://libguides.libraries.claremont.edu/c.php?g=317155&p=2118822,--
Plymouth State University,2016-02-29,2016-02-29 11:42:37,bweisenhauer@plymouth.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Pomona College,2016-01-11,2016-01-11 17:28:35,alexis.reyes@pomona.edu,2.0,Pursuing,38.0,--,,,,http://scholarship.claremont.edu/,,--,--
Portland State University,2016-03-24,2016-03-24 17:20:37,jenny.mcnamara@pdx.edu,2.0,Pursuing,55.0,55.0,"PSU’s Institutional Repository, PDXScholar, contains over 6,000 items created by PSU faculty, students, and staff, including but not limited to journal articles, technical reports, conference papers, research data, theses and dissertations, and books. 

The purpose of PDXScholar is to provide open access to PSU scholarship to researchers throughout the world via the Internet. By default, materials deposited into the repository are open access, which means anyone on the web can access them. In addition, repository materials are protected by copyright, with all rights reserved by the copyright holder. As an alternative to reserving all rights, authors are encouraged to consider licensing their works under a Creative Commons License, under which they can preserve those rights that are most important to them (e.g., proper attribution,) and at the same time explicitly grant to readers certain other rights chosen by the author to be used at the reader's discretion (e.g., copy, distribute, display, or perform the work.) For additional information, see PDXScholar copyright/authors rights.",,"Introduction
PDXScholar, a service of Portland State University Library, is a digital repository and publication platform designed to collect, preserve, and make accessible the scholarly output of Portland State faculty, students, staff, and affiliates.

PDXScholar is also a platform for sharing primary materials curated by Portland State University Special Collections and University Archives.

This document outlines policies and guidelines regarding the submission of content to PDXScholar, including submission criteria, author and user rights, and procedures for removing posted content.

Mission
PDXScholar provides free open access to Portland State University scholarship. PDXScholar brings together the varied and diverse Portland State University scholarly output in one digital space, enabling the University to effectively promote the ideas produced by Portland State University scholars for the benefit of prospective students, current students, prospective faculty, current faculty, alumni, and others.

The Collection
Currently, PDXScholar includes research and scholarship produced by faculty, schools, departments, institutes, center, student groups and programs at Portland State University. In addition, PDXScholar recognizes academic excellence by highlighting the work of graduate and undergraduate students at the University.

Collection development priorities include:

original student research
faculty scholarship, including gray literature (unpublished or in-process manuscripts), previously-published articles from scholarly journals, chapters in books, conference papers and select presentations
Portland State University institutional documents, such as conference proceedings, programs and other ephemera
high-quality, peer-reviewed journals edited by Portland State University faculty and students
Author/Creator Rights
Authors who submit their content to PDXScholar retain the copyright to their work, unless they have explicitly signed it away in a copyright transfer agreement with a third party. The Library asks authors to grant a non-exclusive distribution license (license can be found as appendix), which allows the Library to distribute the work through the repository.

When submitting material to PDXScholar content owners will have the option to set conditions on the re-use of their materials by affixing a permission and copyright license statement, such as a Creative Commons License (http://creativecommons.org/licenses/), to their work.

A user who shares copyrighted materials with other members of the Portland State University community or the general public affirms that s/he either owns the copyright to the published object or has obtained permission from the copyright owner to publish the material.

Editorial
The Library reserves the right to accept or reject any content, in part or in whole, posted to PDXScholar.",http://library.pdx.edu/tag/open-access/,,--,--
Princeton University,2016-01-20,2016-01-20 17:01:02,kristiw@princeton.edu,2.0,Pursuing,34.0,34.0,"On September 19, 2011, the Faculty approved an “open-access” policy intended to make the faculty’s scholarly articles, published in journals and conference proceedings, available to a wider public. Under this policy, faculty members grant to The Trustees of Princeton University a nonexclusive, irrevocable, worldwide license to exercise any and all copyrights in his or her scholarly articles published in any medium, whether now known or later invented, provided the articles are not sold by the University for a profit, and to authorize others to do the same. This grant applies to all scholarly articles that any person authors or co-authors while appointed as a member of the Faculty, except for any such articles authored or co-authored before the adoption of this policy or subject to a conflicting agreement formed before the adoption of this policy.",http://stars.aashe.org/media/secure/328/6/604/3474/open-access-report.pdf,,http://dataspace.princeton.edu/jspui/handle/88435/dsp01p2676v561,"The library recently appointed a Director of Scholarly Communications and hired a Scholarly Communications librarian. With partners across campus and in the library, they are building a program and providing services in support of the Open Access Policy. The library also worked closely with campus partners to create a repository for theses and dissertations. This is managed by University Archives, a department in the libraries, with support from the Office of Information Technology.",http://www.princeton.edu/dof/policies/publ/fac/open-access-policy,--
Principia College,2016-01-30,2016-01-30 21:54:34,karen.eckert@principia.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Purdue University,2016-02-26,2016-02-26 16:45:16,mgulich@purdue.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Randolph College,2016-02-26,2016-02-26 14:25:27,llemaitre@randolphcollege.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Rice University,2016-03-25,2016-03-25 16:32:34,rrj@rice.edu,2.0,Pursuing,34.0,34.0,"The Faculty of Rice University is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, and recognizing the importance of allowing faculty members to choose appropriate venues for publishing their scholarly work, the Faculty adopted an open access policy on April 18th of 2012.  The open access polity requires that all faculty members deposit copies of their peer-reviewed journal articles into Rice’s institutional repository, the Rice University Digital Scholarship Archive.  The policy supports the broad dissemination of Rice’s research and scholarship to bring increased recognition to authors and to the institution. The publications will be freely available to anyone, anywhere. ",http://stars.aashe.org/media/secure/14/6/604/3474/Rice's%20open%20access%20policy.pdf,"Rice Faculty Senate Policy
On April 18, 2012, the Rice Faculty Senate passed an open access policy to make all articles published by Rice faculty available as open access publications. The following is the statement that was passed:
Approved by the Faculty Senate, April 18, 2012
Motion to approve an Open Access Policy, as follows:
The Faculty of Rice University is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, and recognizing the importance of letting faculty members choose appropriate venues of publications for their scholarly work, the Faculty adopts the following policy: The current Rice copyright policy governing faculty publications will be followed, with the additional provision that Rice University will make published articles written by faculty members available for open dissemination. The policy will apply to all scholarly articles written while the person is a faculty member, except for publications completed before the adoption of this policy. The Provost or Provost’s designate will waive application of the policy for a particular scholarly publication upon written notification by the author, who informs Rice of the reason. Faculty members are further encouraged to make all of their publications, not just articles, available for open dissemination.
To assist Rice in distributing the scholarly articles, as of the date of publication, each faculty member will make available an electronic copy of his or her final version of the publication at no charge to a designated representative of the Provost’s Office in one of the appropriate formats specified by the Provost’s Office. The Provost’s Office will make the articles available to the public in an open-access repository, the Rice Digital Scholarship Archive. Upon request, an article will not be made available to the public for an agreed-upon embargo period.
The Office of the Provost, in consultation with the Vice Provost and University Librarian, will be responsible for interpreting this policy, resolving disputes concerning its interpretation and application, and recommending changes to the Faculty. The Library Committee will provide ongoing faculty oversight, advising the Office of the Provost and reporting annually to the Senate.
The policy is to take effect immediately; it will be reviewed after three years, with a report presented to the Faculty. The Faculty calls upon the Vice Provost and University Librarian to develop and monitor a plan for a service or mechanism that would render compliance with the policy as convenient for the Faculty as possible.",http://scholarship.rice.edu/ ,"With the open access policy newly in place, Fondren Library is working with faculty to help them comply with the requirements.  Learning from other institutions whose faculties have adopted an open access policy, Fondren realizes that support is necessary in order to get publications into the repository.  Significant groundwork is being laid to heighten awareness of the policy and to explain open access. First and foremost, the library is placing an emphasis on marketing, because both the policy and the repository itself are new to the majority of faculty. Assisting faculty with article deposits, providing support for navigating copyright issues, working with publishers to make them aware of the new policy and developing a mechanism for requesting a waiver when compliance becomes impossible are all services that the library provides to faculty, staff and students involved in research.   ",http://openaccess.rice.edu/,--
Rochester Institute of Technology,2016-03-25,2016-03-25 15:53:30,elcpro@rit.edu,2.0,Pursuing,11.0,11.0,"The policy outlines who can submit materials, what materials can be submitted, rights and permissions and removal of work.  It applies to the RIT Scholar Works database.  ",,"...""All works in RIT Scholar Works are open access (e.g. documents are full-text). RIT Scholar Works does not accept embargoed materials or citations without the accompanying materials. For more information on open access and open access publishing, please go to http://wallacecenter.rit.edu/scholarly-publishing-studio/open-access-journals/open-access-information.""...",http://wallacecenter.rit.edu/scholarly-publishing-studio/open-access-journals/open-access-information.,The University's publishing studio uses Open Journal Systems (OJS) to manage the publication of our journals. OJS is a journal management and publishing system that has been developed by the Public Knowledge Project through its federally funded efforts to expand and improve access to research.,https://wallacecenter.rit.edu/scholarly-publishing-studio/faculty-services/open-access-journals,--
Saint Louis University,2016-03-24,2016-03-24 17:17:30,bverhof1@slu.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
San Francisco State University,2016-03-25,2016-03-25 17:34:18,kordesch@sfsu.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Santa Clara University,2016-02-26,2016-02-26 20:44:48,lkalkbrenner@scu.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
Seattle University,2016-03-23,2016-03-23 11:53:33,thompson@seattleu.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Sewanee - The University of the South,2016-02-10,2016-02-10 09:31:40,mpate@sewanee.edu,2.0,Pursuing,24.0,--,n/a,,n/a,--,,--,--
Sheridan Institute of Technology and Advanced Learning,2016-01-15,2016-01-15 16:30:20,andre.plante@sheridancollege.ca,2.0,Not Pursuing,--,--,--,--,--,--,--,--,"Sheridan does not currently have an open access policy; however, the Undergraduate Research and Creative Activities Standing Committee (URCA) of the Senate is in the process of proposing an open access model to the Senate."
